,avg_reward,best_reward,episode,q_vals,avg_steps,best_steps
57,-1.0,-1,285,-0.006186077371239662,6.0,6
58,-1.0,-1,290,-0.02137899212539196,6.0,6
59,-1.0,-1,295,-0.03671969100832939,6.0,6
60,-1.0,-1,300,-0.01796450838446617,6.0,6
61,-1.0,-1,305,-0.006341969594359398,6.0,6
62,-1.0,-1,310,0.044791124761104584,16.0,16
63,-1.0,-1,315,0.08507288992404938,6.0,6
64,-1.0,-1,320,0.04238303005695343,17.0,17
65,-1.0,-1,325,0.0775134414434433,20.0,20
66,-1.0,-1,330,0.034751977771520615,41.0,41
67,-1.0,-1,335,0.09245435893535614,18.0,18
68,-1.0,-1,340,0.010192859917879105,18.0,18
69,-1.0,-1,345,0.019973812624812126,6.0,6
70,-1.0,-1,350,0.07588715851306915,6.0,6
71,-1.0,-1,355,-0.02321048453450203,15.0,15
72,-1.0,-1,360,0.04816248267889023,6.0,6
73,-1.0,-1,365,-0.007390918675810099,30.0,30
74,-1.0,-1,370,-0.04618741199374199,6.0,6
75,-1.0,-1,375,0.06625872850418091,18.0,18
76,-1.0,-1,380,0.017218219116330147,23.0,23
77,-1.0,-1,385,0.07854583859443665,6.0,6
78,-1.0,-1,390,-0.03866076469421387,12.0,12
79,-1.0,-1,395,0.03331902623176575,12.0,12
80,-1.0,-1,400,-0.17036524415016174,6.0,6
81,-1.0,-1,405,-0.16031388938426971,7.0,7
82,-1.0,-1,410,-0.06219472363591194,18.0,18
83,-1.0,-1,415,-0.11179084330797195,11.0,11
84,-1.0,-1,420,-0.15346375107765198,6.0,6
85,0.0,0,425,-0.028940752148628235,250.0,250
86,-1.0,-1,430,-0.016502967104315758,6.0,6
87,-1.0,-1,435,-0.1693497896194458,28.0,28
88,-1.0,-1,440,-0.16514331102371216,6.0,6
89,-1.0,-1,445,-0.13481505215168,6.0,6
90,-1.0,-1,450,-0.12130406498908997,26.0,26
91,-1.0,-1,455,-0.07074156403541565,6.0,6
92,-1.0,-1,460,-0.1157211884856224,7.0,7
93,-1.0,-1,465,-0.20701950788497925,6.0,6
94,-1.0,-1,470,-0.06102864816784859,12.0,12
95,-1.0,-1,475,-0.15155918896198273,20.0,20
96,-1.0,-1,480,-0.20069055259227753,7.0,7
97,-1.0,-1,485,-0.18443860113620758,6.0,6
98,-1.0,-1,490,-0.16219177842140198,6.0,6
99,-1.0,-1,495,-0.060568202286958694,12.0,12
100,-1.0,-1,500,-0.19409257173538208,6.0,6
101,-1.0,-1,505,-0.12155966460704803,6.0,6
102,-1.0,-1,510,-0.133067324757576,35.0,35
103,-1.0,-1,515,-0.25781065225601196,22.0,22
104,-1.0,-1,520,-0.2263907641172409,6.0,6
105,-1.0,-1,525,-0.18528765439987183,6.0,6
106,-1.0,-1,530,-0.18936458230018616,23.0,23
107,-1.0,-1,535,-0.19249224662780762,11.0,11
108,-1.0,-1,540,-0.12127868086099625,35.0,35
109,-1.0,-1,545,-0.1454600840806961,16.0,16
110,-1.0,-1,550,-0.11708873510360718,9.0,9
111,-1.0,-1,555,-0.20298171043395996,17.0,17
112,-1.0,-1,560,-0.17385371029376984,11.0,11
113,-1.0,-1,565,-0.13101814687252045,20.0,20
114,-1.0,-1,570,-0.1361575573682785,27.0,27
115,-1.0,-1,575,-0.16039054095745087,89.0,89
116,-1.0,-1,580,-0.1698381006717682,6.0,6
117,-1.0,-1,585,-0.2408246099948883,40.0,40
118,-1.0,-1,590,-0.20381273329257965,10.0,10
119,-1.0,-1,595,-0.1743687242269516,40.0,40
120,-1.0,-1,600,-0.21932733058929443,6.0,6
121,-1.0,-1,605,-0.2423817217350006,9.0,9
122,-1.0,-1,610,-0.25592178106307983,12.0,12
123,-1.0,-1,615,-0.2656262218952179,6.0,6
124,-1.0,-1,620,-0.2762965261936188,11.0,11
125,-1.0,-1,625,-0.35067322850227356,6.0,6
126,0.0,0,630,-0.3150348663330078,250.0,250
127,-1.0,-1,635,-0.2534729838371277,12.0,12
128,-1.0,-1,640,-0.2009858340024948,27.0,27
129,-1.0,-1,645,-0.33919286727905273,12.0,12
130,0.0,0,650,-0.2836136221885681,250.0,250
131,-1.0,-1,655,-0.36063265800476074,6.0,6
132,-1.0,-1,660,-0.2908233106136322,11.0,11
133,0.0,0,665,-0.34458959102630615,250.0,250
134,-1.0,-1,670,-0.2983520030975342,15.0,15
135,-1.0,-1,675,-0.2714424729347229,6.0,6
136,-1.0,-1,680,-0.3359788656234741,18.0,18
137,-1.0,-1,685,-0.3696688711643219,11.0,11
138,-1.0,-1,690,-0.2863510549068451,6.0,6
139,-1.0,-1,695,-0.37190115451812744,6.0,6
140,-1.0,-1,700,-0.33740848302841187,9.0,9
141,-1.0,-1,705,-0.4067710041999817,7.0,7
142,-1.0,-1,710,-0.39439040422439575,7.0,7
143,-1.0,-1,715,-0.4524770975112915,7.0,7
144,-1.0,-1,720,-0.36322343349456787,6.0,6
145,-1.0,-1,725,-0.41045141220092773,6.0,6
146,-1.0,-1,730,-0.4026809334754944,6.0,6
147,-1.0,-1,735,-0.4228476583957672,15.0,15
148,-1.0,-1,740,-0.4402129650115967,28.0,28
149,-1.0,-1,745,-0.4369839131832123,15.0,15
150,-1.0,-1,750,-0.44033682346343994,7.0,7
151,-1.0,-1,755,-0.5151379108428955,7.0,7
152,-1.0,-1,760,-0.4629390239715576,7.0,7
153,-1.0,-1,765,-0.38143011927604675,26.0,26
154,-1.0,-1,770,-0.43402525782585144,12.0,12
155,-1.0,-1,775,-0.42715051770210266,19.0,19
156,-1.0,-1,780,-0.44824594259262085,31.0,31
157,-1.0,-1,785,-0.5254741311073303,7.0,7
158,-1.0,-1,790,-0.4501519501209259,7.0,7
159,-1.0,-1,795,-0.453580379486084,8.0,8
160,-1.0,-1,800,-0.5273997187614441,7.0,7
161,-1.0,-1,805,-0.5195246934890747,7.0,7
162,-1.0,-1,810,-0.49297434091567993,7.0,7
163,-1.0,-1,815,-0.4479531943798065,8.0,8
164,-1.0,-1,820,-0.4714256525039673,10.0,10
165,-1.0,-1,825,-0.48652413487434387,10.0,10
166,-1.0,-1,830,-0.5058351159095764,9.0,9
167,-1.0,-1,835,-0.503848135471344,7.0,7
168,-1.0,-1,840,-0.4804336726665497,7.0,7
169,-1.0,-1,845,-0.4784841239452362,21.0,21
170,-1.0,-1,850,-0.4771214723587036,7.0,7
171,-1.0,-1,855,-0.5189647078514099,6.0,6
172,-1.0,-1,860,-0.44450217485427856,13.0,13
173,-1.0,-1,865,-0.5294390916824341,10.0,10
174,-1.0,-1,870,-0.44512519240379333,15.0,15
175,-1.0,-1,875,-0.48693788051605225,9.0,9
176,-1.0,-1,880,-0.4761069715023041,9.0,9
177,-1.0,-1,885,-0.46197932958602905,46.0,46
178,-1.0,-1,890,-0.5187593698501587,14.0,14
179,-1.0,-1,895,-0.44813084602355957,9.0,9
180,-1.0,-1,900,-0.5331439971923828,6.0,6
181,-1.0,-1,905,-0.472886860370636,11.0,11
182,-1.0,-1,910,-0.5805692672729492,7.0,7
183,0.0,0,915,-0.5226436853408813,250.0,250
184,-1.0,-1,920,-0.4828379452228546,8.0,8
185,-1.0,-1,925,-0.5156830549240112,7.0,7
186,-1.0,-1,930,-0.5471945405006409,12.0,12
187,-1.0,-1,935,-0.5130016207695007,6.0,6
188,-1.0,-1,940,-0.5125288367271423,23.0,23
189,-1.0,-1,945,-0.530229389667511,30.0,30
190,-1.0,-1,950,-0.5459798574447632,6.0,6
191,-1.0,-1,955,-0.5590193271636963,6.0,6
192,-1.0,-1,960,-0.559593677520752,6.0,6
193,-1.0,-1,965,-0.5809465646743774,9.0,9
194,-1.0,-1,970,-0.5931434631347656,6.0,6
195,-1.0,-1,975,-0.610245943069458,22.0,22
196,-1.0,-1,980,-0.5579657554626465,17.0,17
197,-1.0,-1,985,-0.5582833290100098,10.0,10
198,-1.0,-1,990,-0.5829789042472839,31.0,31
199,-1.0,-1,995,-0.5397936701774597,17.0,17
200,-1.0,-1,1000,-0.611565351486206,16.0,16
201,-1.0,-1,1005,-0.5620386004447937,7.0,7
202,-1.0,-1,1010,-0.6191376447677612,14.0,14
203,-1.0,-1,1015,-0.630330502986908,10.0,10
204,-1.0,-1,1020,-0.5531428456306458,14.0,14
205,-1.0,-1,1025,-0.6053310632705688,6.0,6
206,-1.0,-1,1030,-0.606406033039093,12.0,12
207,-1.0,-1,1035,-0.6135300993919373,10.0,10
208,-1.0,-1,1040,-0.5753902792930603,17.0,17
209,-1.0,-1,1045,-0.5948973298072815,15.0,15
210,-1.0,-1,1050,-0.6337213516235352,31.0,31
211,-1.0,-1,1055,-0.599463939666748,13.0,13
212,-1.0,-1,1060,-0.6291112303733826,6.0,6
213,-1.0,-1,1065,-0.6608672142028809,13.0,13
214,-1.0,-1,1070,-0.6076396107673645,6.0,6
215,-1.0,-1,1075,-0.6569477319717407,12.0,12
216,-1.0,-1,1080,-0.5874597430229187,11.0,11
217,-1.0,-1,1085,-0.6404668092727661,6.0,6
218,-1.0,-1,1090,-0.6172059774398804,10.0,10
219,-1.0,-1,1095,-0.652997612953186,10.0,10
220,-1.0,-1,1100,-0.6425161957740784,16.0,16
221,-1.0,-1,1105,-0.6534574627876282,12.0,12
222,-1.0,-1,1110,-0.6600933074951172,6.0,6
223,0.0,0,1115,-0.638529896736145,250.0,250
224,-1.0,-1,1120,-0.644007682800293,9.0,9
225,-1.0,-1,1125,-0.63423091173172,6.0,6
226,-1.0,-1,1130,-0.641345739364624,15.0,15
227,-1.0,-1,1135,-0.6667049527168274,10.0,10
228,-1.0,-1,1140,-0.6809359788894653,9.0,9
229,-1.0,-1,1145,-0.6252482533454895,23.0,23
230,-1.0,-1,1150,-0.6502131223678589,13.0,13
231,-1.0,-1,1155,-0.6928793787956238,14.0,14
232,0.0,0,1160,-0.647895097732544,250.0,250
233,-1.0,-1,1165,-0.6785570979118347,6.0,6
234,-1.0,-1,1170,-0.6879421472549438,17.0,17
235,-1.0,-1,1175,-0.666998565196991,21.0,21
236,-1.0,-1,1180,-0.6297928690910339,13.0,13
237,-1.0,-1,1185,-0.7256898283958435,14.0,14
238,-1.0,-1,1190,-0.6762325763702393,11.0,11
239,0.0,0,1195,-0.6932564377784729,250.0,250
240,-1.0,-1,1200,-0.6059834361076355,45.0,45
241,-1.0,-1,1205,-0.6618066430091858,9.0,9
242,-1.0,-1,1210,-0.6265352964401245,6.0,6
243,0.0,0,1215,-0.6490315198898315,250.0,250
244,-1.0,-1,1220,-0.6376596093177795,6.0,6
245,-1.0,-1,1225,-0.6780555844306946,17.0,17
246,0.0,0,1230,-0.644637405872345,250.0,250
247,-1.0,-1,1235,-0.6545804142951965,9.0,9
248,-1.0,-1,1240,-0.6856403350830078,20.0,20
249,-1.0,-1,1245,-0.6283563375473022,12.0,12
250,-1.0,-1,1250,-0.6769524216651917,22.0,22
251,-1.0,-1,1255,-0.6911844611167908,6.0,6
252,-1.0,-1,1260,-0.6676375865936279,10.0,10
253,-1.0,-1,1265,-0.6703662872314453,6.0,6
254,-1.0,-1,1270,-0.6938029527664185,27.0,27
255,-1.0,-1,1275,-0.671293318271637,10.0,10
256,0.0,0,1280,-0.6829146146774292,250.0,250
257,-1.0,-1,1285,-0.6917833089828491,12.0,12
258,-1.0,-1,1290,-0.6992402672767639,10.0,10
259,-1.0,-1,1295,-0.6786044836044312,6.0,6
260,-1.0,-1,1300,-0.7102078199386597,12.0,12
261,-1.0,-1,1305,-0.697150468826294,6.0,6
262,-1.0,-1,1310,-0.7429683804512024,9.0,9
263,-1.0,-1,1315,-0.7238941788673401,6.0,6
264,-1.0,-1,1320,-0.7424243092536926,32.0,32
265,-1.0,-1,1325,-0.6917147040367126,6.0,6
266,-1.0,-1,1330,-0.726056694984436,25.0,25
267,-1.0,-1,1335,-0.6955836415290833,16.0,16
268,-1.0,-1,1340,-0.689836323261261,37.0,37
269,-1.0,-1,1345,-0.7176356911659241,6.0,6
270,-1.0,-1,1350,-0.7227357029914856,37.0,37
271,-1.0,-1,1355,-0.7453750371932983,11.0,11
272,-1.0,-1,1360,-0.745171070098877,17.0,17
273,-1.0,-1,1365,-0.7138630151748657,12.0,12
274,-1.0,-1,1370,-0.7615413069725037,12.0,12
275,-1.0,-1,1375,-0.7043160796165466,12.0,12
276,-1.0,-1,1380,-0.7556952834129333,8.0,8
277,-1.0,-1,1385,-0.748237133026123,14.0,14
278,-1.0,-1,1390,-0.708385705947876,12.0,12
279,-1.0,-1,1395,-0.6993882060050964,11.0,11
280,-1.0,-1,1400,-0.7794714570045471,7.0,7
281,-1.0,-1,1405,-0.7190050482749939,12.0,12
282,-1.0,-1,1410,-0.7584249377250671,8.0,8
283,-1.0,-1,1415,-0.7849663496017456,6.0,6
284,-1.0,-1,1420,-0.7575003504753113,6.0,6
285,-1.0,-1,1425,-0.7521343231201172,6.0,6
286,-1.0,-1,1430,-0.7623870372772217,18.0,18
287,-1.0,-1,1435,-0.7616519331932068,9.0,9
288,-1.0,-1,1440,-0.7408143281936646,6.0,6
289,-1.0,-1,1445,-0.7769166231155396,6.0,6
290,-1.0,-1,1450,-0.7770907878875732,12.0,12
291,-1.0,-1,1455,-0.7217037677764893,6.0,6
292,-1.0,-1,1460,-0.746989369392395,30.0,30
293,-1.0,-1,1465,-0.7513428330421448,10.0,10
294,-1.0,-1,1470,-0.740616500377655,11.0,11
295,-1.0,-1,1475,-0.7820852994918823,6.0,6
296,-1.0,-1,1480,-0.7541909217834473,6.0,6
297,-1.0,-1,1485,-0.7789319753646851,6.0,6
298,-1.0,-1,1490,-0.7561019062995911,11.0,11
299,-1.0,-1,1495,-0.7640529870986938,10.0,10
300,-1.0,-1,1500,-0.724391758441925,10.0,10
301,0.0,0,1505,-0.715059220790863,250.0,250
302,-1.0,-1,1510,-0.7426115274429321,7.0,7
303,-1.0,-1,1515,-0.7496411800384521,6.0,6
304,-1.0,-1,1520,-0.7616320252418518,7.0,7
305,-1.0,-1,1525,-0.7369177341461182,6.0,6
306,-1.0,-1,1530,-0.7360885739326477,8.0,8
307,-1.0,-1,1535,-0.785020112991333,7.0,7
308,-1.0,-1,1540,-0.7742801308631897,7.0,7
309,0.0,0,1545,-0.7363271117210388,250.0,250
310,-1.0,-1,1550,-0.7234417796134949,6.0,6
311,-1.0,-1,1555,-0.7357252836227417,10.0,10
312,-1.0,-1,1560,-0.771736204624176,21.0,21
313,-1.0,-1,1565,-0.7346952557563782,10.0,10
314,-1.0,-1,1570,-0.7506643533706665,32.0,32
315,-1.0,-1,1575,-0.7430395483970642,17.0,17
316,-1.0,-1,1580,-0.7593744993209839,13.0,13
317,-1.0,-1,1585,-0.7393758296966553,19.0,19
318,0.0,0,1590,-0.7512534856796265,250.0,250
319,-1.0,-1,1595,-0.7788255214691162,9.0,9
320,-1.0,-1,1600,-0.768635094165802,7.0,7
321,-1.0,-1,1605,-0.761650800704956,10.0,10
322,-1.0,-1,1610,-0.7488549947738647,38.0,38
323,-1.0,-1,1615,-0.7644350528717041,6.0,6
324,-1.0,-1,1620,-0.742423951625824,12.0,12
325,-1.0,-1,1625,-0.7360709309577942,8.0,8
326,0.0,0,1630,-0.7697389721870422,250.0,250
327,-1.0,-1,1635,-0.7516664862632751,6.0,6
328,-1.0,-1,1640,-0.7323457598686218,6.0,6
329,-1.0,-1,1645,-0.7345069050788879,9.0,9
330,-1.0,-1,1650,-0.7789146304130554,12.0,12
331,0.0,0,1655,-0.7548223733901978,250.0,250
332,-1.0,-1,1660,-0.7529757618904114,10.0,10
333,-1.0,-1,1665,-0.7731760740280151,12.0,12
334,-1.0,-1,1670,-0.7617985606193542,13.0,13
335,-1.0,-1,1675,-0.7658064961433411,30.0,30
336,-1.0,-1,1680,-0.7493370771408081,6.0,6
337,-1.0,-1,1685,-0.7602959871292114,14.0,14
338,0.0,0,1690,-0.7643945217132568,250.0,250
339,0.0,0,1695,-0.7512684464454651,250.0,250
340,-1.0,-1,1700,-0.7483025193214417,8.0,8
341,-1.0,-1,1705,-0.7834383845329285,8.0,8
342,-1.0,-1,1710,-0.7740809917449951,6.0,6
343,-1.0,-1,1715,-0.7967474460601807,7.0,7
344,-1.0,-1,1720,-0.8020493984222412,7.0,7
345,-1.0,-1,1725,-0.7716128826141357,14.0,14
346,-1.0,-1,1730,-0.7688893675804138,13.0,13
347,-1.0,-1,1735,-0.7849307656288147,20.0,20
348,-1.0,-1,1740,-0.7910571098327637,7.0,7
349,-1.0,-1,1745,-0.7596796154975891,8.0,8
350,-1.0,-1,1750,-0.7979759573936462,7.0,7
351,-1.0,-1,1755,-0.7355751991271973,18.0,18
352,-1.0,-1,1760,-0.7816112637519836,6.0,6
353,-1.0,-1,1765,-0.7899019122123718,13.0,13
354,-1.0,-1,1770,-0.773795485496521,7.0,7
355,0.0,0,1775,-0.7833803296089172,250.0,250
356,-1.0,-1,1780,-0.8245193958282471,18.0,18
357,-1.0,-1,1785,-0.7963818311691284,6.0,6
358,-1.0,-1,1790,-0.7948696613311768,8.0,8
359,-1.0,-1,1795,-0.8222043514251709,19.0,19
360,-1.0,-1,1800,-0.8074380159378052,15.0,15
361,-1.0,-1,1805,-0.7918102741241455,27.0,27
362,-1.0,-1,1810,-0.8152711987495422,9.0,9
363,-1.0,-1,1815,-0.7993350625038147,6.0,6
364,-1.0,-1,1820,-0.826087236404419,6.0,6
365,-1.0,-1,1825,-0.8029003143310547,9.0,9
366,-1.0,-1,1830,-0.81358402967453,6.0,6
367,-1.0,-1,1835,-0.8071349859237671,6.0,6
368,-1.0,-1,1840,-0.8125496506690979,9.0,9
369,-1.0,-1,1845,-0.8070956468582153,6.0,6
370,-1.0,-1,1850,-0.8058640956878662,6.0,6
371,-1.0,-1,1855,-0.7802585959434509,9.0,9
372,-1.0,-1,1860,-0.7837170362472534,10.0,10
373,-1.0,-1,1865,-0.7750961780548096,12.0,12
374,0.0,0,1870,-0.7776318192481995,250.0,250
375,-1.0,-1,1875,-0.8164852261543274,11.0,11
376,-1.0,-1,1880,-0.7987385392189026,6.0,6
377,-1.0,-1,1885,-0.8006126284599304,11.0,11
378,-1.0,-1,1890,-0.7793327569961548,11.0,11
379,-1.0,-1,1895,-0.8041504621505737,25.0,25
380,-1.0,-1,1900,-0.8251435160636902,9.0,9
381,-1.0,-1,1905,-0.7715624570846558,6.0,6
382,-1.0,-1,1910,-0.7901208996772766,6.0,6
383,-1.0,-1,1915,-0.802691638469696,30.0,30
384,-1.0,-1,1920,-0.7898442149162292,6.0,6
385,-1.0,-1,1925,-0.8263649940490723,6.0,6
386,-1.0,-1,1930,-0.7864985466003418,6.0,6
387,-1.0,-1,1935,-0.8017652034759521,6.0,6
388,-1.0,-1,1940,-0.8004063367843628,6.0,6
389,-1.0,-1,1945,-0.782280445098877,6.0,6
390,-1.0,-1,1950,-0.7717378735542297,7.0,7
391,-1.0,-1,1955,-0.7779577970504761,19.0,19
392,-1.0,-1,1960,-0.7562391757965088,6.0,6
393,-1.0,-1,1965,-0.7755996584892273,6.0,6
394,-1.0,-1,1970,-0.7675523161888123,6.0,6
395,-1.0,-1,1975,-0.7792503237724304,12.0,12
396,-1.0,-1,1980,-0.7974433898925781,6.0,6
397,-1.0,-1,1985,-0.7481116056442261,14.0,14
398,-1.0,-1,1990,-0.8065704703330994,6.0,6
399,0.0,0,1995,-0.7759678363800049,250.0,250
